Age,Overall,Potential,Value,Wage,International Reputation,Skill Moves,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Right_Foot,Major_Nation,Low,Medium,DF,DM,GK,MF,ST,Normal,Stocky
26,71,73,2400000.0,17000.0,1.0,2.0,17.0,25.0,71.0,64.0,23.0,44.0,26.0,32.0,61.0,59.0,58.0,51.0,57.0,62.0,55.0,60.0,83.0,65.0,80.0,30.0,78.0,66.0,32.0,38.0,21.0,68.0,71.0,72.0,66.0,16.0,16.0,16.0,12.0,16.0,1,1,0,1,1,0,0,0,0,1,0
27,71,71,2000000.0,2000.0,1.0,3.0,70.0,44.0,59.0,64.0,23.0,64.0,30.0,30.0,67.0,63.0,78.0,82.0,75.0,67.0,74.0,56.0,70.0,82.0,60.0,23.0,73.0,68.0,55.0,29.0,37.0,69.0,64.0,71.0,70.0,7.0,7.0,7.0,6.0,9.0,0,1,0,0,1,0,0,0,0,0,0
28,71,71,1900000.0,13000.0,1.0,3.0,72.0,59.0,55.0,67.0,49.0,67.0,57.0,36.0,59.0,68.0,75.0,74.0,68.0,71.0,69.0,63.0,72.0,73.0,68.0,64.0,68.0,68.0,62.0,54.0,51.0,69.0,72.0,66.0,70.0,11.0,10.0,11.0,15.0,10.0,1,1,0,0,1,0,0,0,0,0,1
31,71,71,2000000.0,26000.0,1.0,3.0,55.0,65.0,52.0,73.0,60.0,65.0,67.0,63.0,67.0,71.0,68.0,65.0,77.0,73.0,90.0,72.0,74.0,82.0,59.0,68.0,67.0,70.0,70.0,67.0,61.0,74.0,67.0,62.0,60.0,14.0,13.0,11.0,12.0,10.0,1,1,0,1,0,0,0,1,0,1,0
23,71,76,3200000.0,9000.0,1.0,3.0,63.0,66.0,60.0,64.0,67.0,75.0,77.0,66.0,42.0,75.0,84.0,83.0,90.0,55.0,72.0,73.0,91.0,66.0,43.0,74.0,74.0,35.0,64.0,69.0,50.0,57.0,22.0,44.0,48.0,8.0,9.0,11.0,9.0,13.0,1,1,0,1,0,0,0,1,0,1,0
24,71,77,3300000.0,5000.0,1.0,3.0,58.0,68.0,55.0,72.0,62.0,73.0,57.0,54.0,69.0,75.0,89.0,83.0,86.0,61.0,93.0,62.0,74.0,84.0,70.0,53.0,84.0,51.0,68.0,73.0,58.0,69.0,57.0,56.0,52.0,6.0,6.0,8.0,9.0,9.0,1,1,0,0,0,0,0,1,0,1,0
30,71,71,1500000.0,10000.0,1.0,1.0,13.0,11.0,15.0,52.0,10.0,11.0,13.0,10.0,60.0,11.0,52.0,50.0,51.0,62.0,56.0,68.0,74.0,35.0,78.0,10.0,33.0,13.0,10.0,62.0,25.0,51.0,21.0,15.0,15.0,70.0,71.0,74.0,72.0,71.0,1,1,0,1,0,0,1,0,0,1,0
19,71,82,3900000.0,1000.0,1.0,3.0,69.0,64.0,59.0,73.0,53.0,76.0,68.0,67.0,72.0,75.0,65.0,74.0,77.0,67.0,80.0,69.0,62.0,73.0,61.0,67.0,60.0,56.0,70.0,68.0,52.0,66.0,50.0,50.0,52.0,6.0,14.0,5.0,7.0,12.0,0,0,0,0,0,0,0,1,0,1,0
30,71,71,1700000.0,6000.0,1.0,3.0,70.0,41.0,55.0,67.0,55.0,69.0,56.0,63.0,58.0,67.0,79.0,81.0,83.0,61.0,74.0,56.0,71.0,88.0,67.0,56.0,63.0,65.0,50.0,55.0,51.0,62.0,69.0,71.0,68.0,9.0,16.0,9.0,9.0,6.0,1,1,0,0,1,0,0,0,0,0,0
29,71,71,2300000.0,18000.0,1.0,3.0,75.0,68.0,43.0,72.0,70.0,68.0,78.0,77.0,68.0,72.0,65.0,52.0,77.0,74.0,87.0,77.0,74.0,76.0,58.0,69.0,72.0,65.0,73.0,69.0,74.0,66.0,50.0,59.0,56.0,14.0,11.0,10.0,7.0,10.0,1,1,0,1,0,0,0,0,0,1,0
31,71,71,2000000.0,3000.0,1.0,3.0,65.0,67.0,39.0,71.0,38.0,68.0,66.0,66.0,70.0,69.0,68.0,73.0,76.0,73.0,73.0,70.0,69.0,90.0,69.0,66.0,72.0,53.0,69.0,71.0,58.0,72.0,54.0,67.0,61.0,15.0,6.0,8.0,7.0,12.0,1,1,0,0,0,0,0,1,0,1,0
29,71,71,2300000.0,21000.0,1.0,3.0,56.0,73.0,66.0,68.0,61.0,77.0,47.0,29.0,58.0,69.0,79.0,83.0,76.0,66.0,61.0,78.0,71.0,69.0,79.0,69.0,49.0,13.0,73.0,62.0,68.0,70.0,27.0,37.0,34.0,6.0,10.0,6.0,15.0,9.0,1,0,0,0,0,0,0,1,0,1,0
26,71,74,0.0,0.0,1.0,2.0,40.0,74.0,72.0,57.0,72.0,60.0,64.0,42.0,42.0,63.0,79.0,72.0,61.0,69.0,64.0,73.0,69.0,67.0,72.0,67.0,49.0,14.0,75.0,60.0,67.0,74.0,15.0,16.0,16.0,15.0,16.0,15.0,7.0,7.0,1,0,0,0,0,0,0,0,1,0,0
29,71,71,1800000.0,7000.0,1.0,2.0,58.0,31.0,46.0,71.0,39.0,49.0,49.0,56.0,62.0,56.0,64.0,54.0,63.0,57.0,68.0,69.0,82.0,92.0,78.0,59.0,83.0,70.0,46.0,64.0,54.0,62.0,72.0,76.0,67.0,16.0,15.0,10.0,12.0,16.0,0,1,0,1,0,1,0,0,0,1,0
30,71,71,1800000.0,11000.0,1.0,2.0,22.0,32.0,76.0,62.0,32.0,43.0,22.0,24.0,59.0,51.0,39.0,36.0,46.0,62.0,40.0,56.0,68.0,68.0,84.0,30.0,79.0,69.0,26.0,37.0,44.0,63.0,69.0,69.0,67.0,6.0,13.0,15.0,10.0,7.0,1,1,1,0,1,0,0,0,0,1,0
26,71,74,2500000.0,6000.0,1.0,2.0,42.0,48.0,72.0,67.0,46.0,56.0,43.0,41.0,65.0,59.0,59.0,62.0,51.0,70.0,53.0,70.0,32.0,66.0,80.0,60.0,77.0,70.0,53.0,58.0,59.0,66.0,71.0,70.0,68.0,10.0,11.0,12.0,8.0,10.0,1,1,0,1,1,0,0,0,0,0,0
32,71,71,1400000.0,11000.0,1.0,2.0,51.0,24.0,73.0,59.0,27.0,59.0,54.0,24.0,60.0,65.0,77.0,79.0,67.0,62.0,54.0,48.0,82.0,73.0,79.0,37.0,75.0,67.0,31.0,43.0,34.0,61.0,69.0,72.0,63.0,7.0,11.0,10.0,9.0,12.0,1,0,0,1,1,0,0,0,0,1,0
26,71,72,2800000.0,10000.0,1.0,3.0,58.0,71.0,80.0,65.0,65.0,68.0,66.0,54.0,55.0,70.0,76.0,74.0,76.0,62.0,64.0,70.0,86.0,69.0,72.0,62.0,65.0,31.0,69.0,66.0,67.0,53.0,18.0,36.0,31.0,6.0,11.0,6.0,7.0,11.0,1,1,0,0,0,0,0,0,1,0,0
22,71,77,2800000.0,8000.0,1.0,3.0,58.0,37.0,58.0,69.0,46.0,63.0,53.0,50.0,67.0,67.0,66.0,63.0,66.0,68.0,71.0,68.0,68.0,82.0,71.0,63.0,76.0,72.0,46.0,65.0,49.0,66.0,63.0,71.0,68.0,9.0,15.0,14.0,10.0,8.0,1,0,0,1,0,1,0,0,0,1,0
27,71,72,1800000.0,20000.0,1.0,1.0,11.0,11.0,22.0,36.0,15.0,16.0,25.0,13.0,23.0,19.0,32.0,34.0,47.0,60.0,41.0,37.0,59.0,45.0,73.0,14.0,27.0,19.0,11.0,60.0,39.0,52.0,15.0,13.0,14.0,74.0,70.0,69.0,71.0,71.0,1,1,0,1,0,0,1,0,0,0,0
26,71,72,2300000.0,10000.0,1.0,2.0,35.0,34.0,66.0,58.0,30.0,55.0,35.0,25.0,59.0,58.0,69.0,71.0,72.0,68.0,55.0,53.0,74.0,63.0,75.0,38.0,72.0,72.0,35.0,39.0,41.0,72.0,69.0,74.0,65.0,15.0,12.0,10.0,10.0,8.0,1,0,0,1,1,0,0,0,0,0,0
24,71,75,3100000.0,7000.0,1.0,3.0,63.0,65.0,50.0,71.0,49.0,74.0,72.0,52.0,67.0,73.0,77.0,77.0,74.0,71.0,72.0,68.0,62.0,71.0,65.0,73.0,68.0,60.0,69.0,72.0,66.0,74.0,55.0,61.0,56.0,15.0,11.0,10.0,7.0,7.0,1,1,0,1,0,0,0,0,0,0,0
23,71,77,3200000.0,11000.0,1.0,3.0,65.0,67.0,42.0,69.0,60.0,73.0,64.0,61.0,64.0,68.0,84.0,83.0,83.0,68.0,84.0,73.0,61.0,71.0,62.0,63.0,43.0,25.0,63.0,63.0,58.0,64.0,39.0,37.0,44.0,8.0,12.0,8.0,8.0,8.0,1,0,0,0,0,0,0,1,0,0,0
31,71,71,1600000.0,15000.0,1.0,2.0,34.0,35.0,76.0,61.0,14.0,46.0,55.0,58.0,60.0,55.0,52.0,51.0,41.0,67.0,38.0,34.0,63.0,64.0,90.0,38.0,72.0,67.0,33.0,51.0,65.0,67.0,72.0,69.0,66.0,9.0,11.0,13.0,10.0,14.0,1,1,0,1,1,0,0,0,0,1,0
26,71,75,2100000.0,14000.0,1.0,1.0,12.0,11.0,13.0,34.0,14.0,15.0,15.0,14.0,25.0,17.0,42.0,40.0,57.0,67.0,52.0,19.0,72.0,31.0,75.0,12.0,18.0,24.0,11.0,24.0,20.0,47.0,11.0,20.0,12.0,70.0,68.0,65.0,72.0,71.0,1,0,0,1,0,0,1,0,0,0,0
24,71,74,3000000.0,9000.0,1.0,3.0,69.0,66.0,55.0,70.0,69.0,74.0,66.0,67.0,66.0,72.0,78.0,78.0,74.0,68.0,76.0,68.0,76.0,61.0,59.0,70.0,46.0,40.0,66.0,69.0,55.0,70.0,25.0,36.0,38.0,6.0,12.0,14.0,14.0,14.0,1,1,0,1,0,0,0,1,0,0,0
31,71,71,2100000.0,6000.0,1.0,2.0,72.0,60.0,58.0,74.0,50.0,55.0,62.0,49.0,73.0,71.0,70.0,72.0,76.0,68.0,76.0,56.0,84.0,88.0,67.0,59.0,73.0,61.0,73.0,75.0,62.0,69.0,58.0,68.0,67.0,6.0,14.0,10.0,13.0,7.0,1,1,0,0,0,0,0,1,0,1,0
25,71,75,3100000.0,32000.0,1.0,3.0,62.0,74.0,75.0,62.0,62.0,67.0,53.0,67.0,57.0,70.0,53.0,58.0,54.0,72.0,52.0,76.0,67.0,57.0,81.0,67.0,72.0,18.0,68.0,60.0,75.0,65.0,29.0,28.0,20.0,8.0,16.0,6.0,10.0,12.0,1,1,0,0,0,0,0,0,1,0,1
28,71,71,1900000.0,15000.0,1.0,2.0,52.0,53.0,38.0,65.0,47.0,60.0,51.0,45.0,59.0,63.0,67.0,64.0,82.0,68.0,87.0,74.0,74.0,86.0,68.0,61.0,89.0,73.0,56.0,60.0,54.0,58.0,71.0,75.0,76.0,16.0,16.0,13.0,13.0,12.0,1,0,0,0,0,1,0,0,0,0,1
23,71,77,2400000.0,5000.0,1.0,1.0,12.0,9.0,12.0,24.0,9.0,12.0,14.0,11.0,23.0,18.0,43.0,35.0,60.0,74.0,53.0,20.0,65.0,25.0,61.0,9.0,31.0,9.0,6.0,36.0,13.0,40.0,8.0,13.0,14.0,76.0,59.0,68.0,63.0,79.0,1,1,0,1,0,0,1,0,0,1,0
33,71,71,1400000.0,7000.0,1.0,4.0,63.0,62.0,50.0,63.0,59.0,75.0,55.0,65.0,50.0,74.0,84.0,84.0,87.0,69.0,86.0,58.0,85.0,76.0,74.0,59.0,81.0,49.0,70.0,70.0,66.0,75.0,56.0,59.0,51.0,6.0,8.0,13.0,8.0,10.0,1,1,0,0,0,0,0,1,0,0,1
21,71,81,3800000.0,13000.0,1.0,3.0,62.0,71.0,62.0,66.0,53.0,73.0,68.0,60.0,54.0,71.0,79.0,76.0,74.0,68.0,81.0,63.0,62.0,71.0,63.0,67.0,47.0,26.0,74.0,70.0,64.0,67.0,47.0,36.0,29.0,14.0,8.0,14.0,10.0,7.0,0,1,0,1,0,0,0,1,0,0,0
28,71,71,1900000.0,7000.0,1.0,2.0,41.0,32.0,52.0,69.0,34.0,49.0,41.0,49.0,62.0,61.0,38.0,39.0,33.0,62.0,39.0,68.0,53.0,86.0,93.0,45.0,85.0,75.0,50.0,59.0,38.0,65.0,63.0,78.0,55.0,15.0,8.0,11.0,8.0,13.0,1,1,1,0,0,1,0,0,0,0,1
18,71,83,3400000.0,8000.0,1.0,2.0,45.0,35.0,72.0,65.0,28.0,56.0,23.0,30.0,62.0,63.0,69.0,68.0,53.0,69.0,51.0,64.0,72.0,65.0,79.0,49.0,68.0,68.0,56.0,61.0,33.0,67.0,69.0,73.0,69.0,13.0,8.0,7.0,8.0,8.0,0,1,0,1,1,0,0,0,0,1,0
19,71,81,3700000.0,13000.0,1.0,3.0,59.0,53.0,55.0,73.0,57.0,73.0,57.0,50.0,65.0,72.0,77.0,70.0,78.0,69.0,68.0,66.0,70.0,82.0,69.0,53.0,54.0,72.0,68.0,70.0,56.0,59.0,71.0,72.0,68.0,14.0,7.0,11.0,6.0,13.0,1,1,0,0,0,0,0,1,0,0,0
22,71,78,0.0,0.0,1.0,2.0,69.0,24.0,65.0,67.0,29.0,53.0,41.0,50.0,65.0,42.0,74.0,75.0,70.0,62.0,79.0,60.0,81.0,80.0,74.0,51.0,65.0,71.0,46.0,39.0,54.0,65.0,74.0,77.0,73.0,13.0,13.0,13.0,7.0,11.0,1,0,0,1,1,0,0,0,0,1,0
29,71,71,1800000.0,14000.0,1.0,3.0,71.0,22.0,63.0,68.0,28.0,67.0,45.0,31.0,63.0,71.0,66.0,65.0,67.0,68.0,73.0,36.0,66.0,74.0,65.0,29.0,67.0,68.0,54.0,53.0,28.0,65.0,73.0,73.0,72.0,13.0,12.0,7.0,11.0,10.0,1,1,0,1,1,0,0,0,0,0,0
24,71,75,2600000.0,17000.0,1.0,3.0,74.0,59.0,58.0,69.0,65.0,67.0,76.0,69.0,70.0,71.0,78.0,78.0,78.0,69.0,72.0,68.0,67.0,67.0,61.0,65.0,68.0,65.0,64.0,65.0,62.0,68.0,70.0,69.0,68.0,15.0,10.0,9.0,13.0,11.0,0,1,0,1,1,0,0,0,0,0,0
30,71,71,1700000.0,9000.0,1.0,2.0,74.0,42.0,58.0,62.0,36.0,60.0,52.0,47.0,64.0,62.0,73.0,66.0,66.0,71.0,63.0,72.0,64.0,78.0,71.0,56.0,81.0,75.0,44.0,46.0,44.0,68.0,73.0,69.0,70.0,16.0,16.0,6.0,9.0,11.0,0,1,0,1,1,0,0,0,0,1,0
23,71,79,3400000.0,18000.0,1.0,3.0,63.0,56.0,60.0,76.0,46.0,64.0,69.0,57.0,74.0,72.0,50.0,52.0,69.0,68.0,75.0,66.0,62.0,69.0,54.0,59.0,70.0,63.0,68.0,71.0,66.0,72.0,58.0,59.0,56.0,8.0,13.0,6.0,10.0,9.0,1,1,0,1,0,0,0,1,0,1,0
28,71,71,1900000.0,7000.0,1.0,3.0,74.0,68.0,57.0,68.0,44.0,74.0,39.0,33.0,60.0,75.0,75.0,75.0,72.0,65.0,56.0,69.0,72.0,91.0,79.0,62.0,68.0,64.0,75.0,59.0,47.0,65.0,62.0,69.0,70.0,10.0,10.0,14.0,13.0,14.0,1,1,0,0,1,0,0,0,0,0,0
29,71,71,2300000.0,14000.0,1.0,4.0,67.0,69.0,63.0,67.0,53.0,77.0,71.0,68.0,66.0,74.0,79.0,80.0,68.0,66.0,60.0,75.0,61.0,70.0,74.0,73.0,68.0,31.0,67.0,64.0,55.0,58.0,30.0,33.0,25.0,14.0,6.0,7.0,14.0,13.0,1,1,0,1,0,0,0,0,0,0,1
38,71,71,160000.0,6000.0,1.0,1.0,18.0,20.0,14.0,23.0,18.0,17.0,14.0,21.0,18.0,22.0,48.0,49.0,32.0,69.0,51.0,24.0,60.0,25.0,58.0,12.0,20.0,21.0,13.0,37.0,21.0,36.0,20.0,14.0,15.0,68.0,69.0,70.0,74.0,69.0,1,1,0,1,0,0,1,0,0,1,0
32,71,71,1900000.0,6000.0,1.0,3.0,43.0,71.0,74.0,66.0,66.0,66.0,54.0,28.0,48.0,69.0,52.0,55.0,32.0,70.0,47.0,76.0,61.0,65.0,82.0,57.0,56.0,18.0,79.0,54.0,71.0,69.0,26.0,21.0,27.0,11.0,11.0,11.0,11.0,6.0,1,1,0,0,0,0,0,0,1,1,0
36,71,71,750000.0,18000.0,2.0,2.0,70.0,56.0,63.0,77.0,64.0,69.0,74.0,74.0,75.0,76.0,37.0,36.0,64.0,76.0,69.0,53.0,61.0,34.0,54.0,54.0,63.0,67.0,61.0,75.0,69.0,73.0,68.0,61.0,53.0,6.0,8.0,8.0,7.0,8.0,1,0,0,1,0,0,0,1,0,0,0
26,71,72,2300000.0,27000.0,1.0,3.0,63.0,47.0,52.0,65.0,39.0,69.0,57.0,43.0,54.0,66.0,88.0,91.0,75.0,56.0,61.0,49.0,60.0,85.0,74.0,44.0,69.0,69.0,66.0,60.0,51.0,68.0,67.0,70.0,70.0,8.0,13.0,12.0,9.0,12.0,1,0,0,0,1,0,0,0,0,1,0
28,71,71,1900000.0,7000.0,1.0,3.0,72.0,30.0,52.0,68.0,28.0,68.0,67.0,49.0,66.0,70.0,81.0,79.0,78.0,66.0,76.0,53.0,75.0,78.0,77.0,29.0,60.0,65.0,47.0,68.0,36.0,60.0,67.0,67.0,69.0,9.0,7.0,11.0,8.0,7.0,0,1,0,0,1,0,0,0,0,1,0
29,71,72,2100000.0,7000.0,1.0,2.0,55.0,36.0,67.0,72.0,36.0,57.0,47.0,60.0,61.0,71.0,58.0,41.0,70.0,69.0,62.0,46.0,70.0,77.0,76.0,43.0,77.0,71.0,50.0,53.0,49.0,57.0,74.0,68.0,64.0,16.0,11.0,8.0,7.0,7.0,1,1,0,1,0,1,0,0,0,1,0
33,71,71,950000.0,7000.0,1.0,2.0,49.0,18.0,71.0,51.0,21.0,43.0,36.0,30.0,37.0,53.0,55.0,42.0,36.0,65.0,47.0,16.0,76.0,68.0,82.0,17.0,68.0,74.0,28.0,32.0,35.0,54.0,70.0,74.0,70.0,15.0,8.0,13.0,15.0,9.0,1,0,0,1,1,0,0,0,0,1,0
31,71,71,1600000.0,5000.0,1.0,2.0,71.0,61.0,49.0,76.0,62.0,62.0,83.0,81.0,79.0,74.0,36.0,40.0,57.0,62.0,67.0,80.0,50.0,58.0,68.0,73.0,71.0,67.0,59.0,72.0,83.0,75.0,68.0,68.0,62.0,13.0,10.0,16.0,16.0,7.0,1,1,1,0,0,0,0,1,0,1,0
27,71,72,2200000.0,9000.0,1.0,2.0,38.0,35.0,70.0,67.0,24.0,52.0,45.0,59.0,71.0,66.0,41.0,53.0,50.0,66.0,32.0,71.0,82.0,62.0,76.0,54.0,65.0,69.0,30.0,57.0,41.0,66.0,71.0,73.0,70.0,14.0,9.0,9.0,13.0,12.0,1,1,0,1,1,0,0,0,0,0,0
26,71,72,2700000.0,26000.0,1.0,3.0,68.0,58.0,47.0,76.0,57.0,71.0,67.0,67.0,72.0,74.0,67.0,64.0,76.0,64.0,71.0,66.0,33.0,72.0,58.0,64.0,67.0,57.0,68.0,69.0,65.0,75.0,52.0,71.0,56.0,10.0,7.0,12.0,13.0,16.0,1,1,0,1,0,0,0,1,0,0,0
28,71,72,2200000.0,3000.0,1.0,2.0,27.0,21.0,79.0,41.0,29.0,31.0,28.0,49.0,64.0,55.0,34.0,30.0,31.0,68.0,29.0,66.0,30.0,72.0,93.0,41.0,76.0,72.0,25.0,38.0,35.0,59.0,70.0,75.0,64.0,14.0,8.0,10.0,8.0,12.0,1,1,0,1,1,0,0,0,0,0,0
32,71,71,1800000.0,11000.0,1.0,3.0,63.0,69.0,70.0,64.0,47.0,73.0,68.0,66.0,62.0,70.0,73.0,73.0,72.0,72.0,77.0,75.0,56.0,71.0,69.0,74.0,72.0,59.0,72.0,73.0,64.0,64.0,58.0,54.0,48.0,7.0,11.0,16.0,9.0,8.0,0,0,0,1,0,0,0,1,0,0,0
37,71,71,800000.0,8000.0,2.0,3.0,72.0,68.0,51.0,72.0,68.0,70.0,66.0,67.0,68.0,72.0,62.0,54.0,65.0,67.0,70.0,64.0,58.0,66.0,59.0,66.0,65.0,59.0,80.0,76.0,73.0,81.0,39.0,43.0,45.0,13.0,8.0,8.0,15.0,15.0,1,1,0,1,0,0,0,1,0,1,0
32,71,71,1900000.0,8000.0,1.0,3.0,49.0,69.0,75.0,60.0,73.0,64.0,56.0,58.0,37.0,70.0,53.0,59.0,55.0,66.0,58.0,74.0,66.0,72.0,91.0,63.0,70.0,27.0,79.0,53.0,76.0,60.0,40.0,20.0,19.0,8.0,6.0,15.0,16.0,7.0,1,1,0,1,0,0,0,0,1,1,0
26,71,71,2500000.0,9000.0,1.0,3.0,68.0,62.0,59.0,72.0,76.0,68.0,55.0,73.0,42.0,74.0,73.0,88.0,84.0,76.0,83.0,45.0,72.0,78.0,43.0,50.0,34.0,47.0,70.0,76.0,66.0,64.0,14.0,49.0,34.0,11.0,14.0,7.0,7.0,12.0,0,1,0,1,0,0,0,0,0,0,0
27,71,74,2400000.0,1000.0,1.0,2.0,50.0,26.0,67.0,63.0,43.0,51.0,42.0,32.0,59.0,58.0,43.0,44.0,34.0,65.0,31.0,68.0,54.0,65.0,88.0,59.0,80.0,69.0,41.0,37.0,51.0,57.0,70.0,72.0,70.0,12.0,14.0,8.0,6.0,12.0,1,1,0,1,1,0,0,0,0,1,0
27,71,72,2700000.0,4000.0,1.0,3.0,66.0,68.0,43.0,71.0,63.0,71.0,70.0,68.0,63.0,71.0,70.0,72.0,78.0,68.0,71.0,71.0,56.0,76.0,65.0,71.0,46.0,41.0,71.0,70.0,62.0,69.0,58.0,37.0,35.0,10.0,13.0,9.0,6.0,16.0,1,1,0,0,0,0,0,0,0,0,0
29,71,71,1800000.0,4000.0,1.0,2.0,69.0,47.0,62.0,59.0,47.0,60.0,52.0,36.0,63.0,63.0,81.0,75.0,63.0,59.0,70.0,64.0,82.0,77.0,71.0,38.0,68.0,76.0,55.0,59.0,50.0,65.0,71.0,73.0,71.0,13.0,9.0,16.0,8.0,14.0,1,1,0,0,1,0,0,0,0,1,0
30,71,71,2200000.0,2000.0,1.0,3.0,68.0,65.0,65.0,65.0,59.0,69.0,56.0,29.0,58.0,68.0,91.0,90.0,86.0,68.0,76.0,73.0,69.0,77.0,59.0,63.0,31.0,50.0,67.0,65.0,58.0,66.0,48.0,32.0,35.0,9.0,15.0,12.0,7.0,10.0,0,1,0,1,0,0,0,1,0,0,0
22,71,78,2800000.0,15000.0,1.0,2.0,74.0,37.0,62.0,68.0,34.0,66.0,48.0,20.0,63.0,67.0,79.0,83.0,72.0,62.0,61.0,43.0,83.0,78.0,75.0,44.0,70.0,61.0,66.0,32.0,24.0,63.0,64.0,71.0,70.0,8.0,13.0,13.0,13.0,13.0,0,0,0,1,1,0,0,0,0,0,0
27,71,72,1800000.0,7000.0,1.0,1.0,12.0,13.0,13.0,21.0,11.0,17.0,13.0,16.0,20.0,18.0,49.0,46.0,48.0,69.0,43.0,18.0,67.0,31.0,76.0,15.0,41.0,20.0,11.0,10.0,20.0,52.0,12.0,10.0,10.0,70.0,68.0,59.0,70.0,74.0,1,1,0,1,0,0,1,0,0,0,1
28,71,71,2400000.0,7000.0,1.0,2.0,51.0,67.0,75.0,67.0,69.0,61.0,33.0,54.0,42.0,64.0,80.0,79.0,75.0,70.0,71.0,75.0,85.0,66.0,77.0,62.0,75.0,41.0,71.0,62.0,63.0,58.0,45.0,41.0,24.0,6.0,11.0,12.0,14.0,11.0,1,0,0,0,0,0,0,0,1,1,0
28,71,71,1900000.0,1000.0,1.0,3.0,68.0,24.0,63.0,64.0,32.0,64.0,45.0,42.0,67.0,72.0,74.0,72.0,59.0,59.0,69.0,32.0,63.0,73.0,71.0,49.0,39.0,69.0,59.0,49.0,36.0,74.0,73.0,77.0,73.0,11.0,13.0,9.0,13.0,13.0,1,0,0,1,1,0,0,0,0,1,0
30,71,71,2200000.0,18000.0,1.0,3.0,67.0,65.0,59.0,74.0,60.0,68.0,63.0,27.0,68.0,72.0,70.0,69.0,65.0,67.0,77.0,53.0,72.0,81.0,60.0,50.0,58.0,64.0,69.0,72.0,59.0,68.0,60.0,68.0,64.0,12.0,12.0,8.0,11.0,12.0,1,1,0,0,0,0,0,1,0,0,0
27,71,71,2500000.0,11000.0,1.0,3.0,62.0,67.0,66.0,63.0,58.0,74.0,50.0,42.0,52.0,72.0,74.0,78.0,69.0,65.0,52.0,78.0,62.0,65.0,85.0,58.0,28.0,27.0,70.0,57.0,61.0,57.0,12.0,15.0,19.0,7.0,8.0,12.0,7.0,9.0,1,1,0,1,0,0,0,0,1,1,0
34,71,71,1200000.0,10000.0,1.0,3.0,76.0,58.0,50.0,68.0,68.0,75.0,73.0,74.0,64.0,71.0,83.0,80.0,78.0,65.0,81.0,46.0,69.0,67.0,52.0,41.0,46.0,58.0,74.0,76.0,71.0,72.0,30.0,58.0,49.0,10.0,8.0,7.0,9.0,7.0,1,1,0,0,0,0,0,0,0,1,0
30,71,71,2200000.0,14000.0,1.0,3.0,76.0,64.0,49.0,72.0,65.0,73.0,74.0,75.0,62.0,75.0,86.0,81.0,74.0,65.0,88.0,49.0,46.0,58.0,34.0,43.0,39.0,42.0,64.0,72.0,74.0,66.0,30.0,44.0,37.0,13.0,7.0,8.0,7.0,14.0,1,1,0,1,0,0,0,0,0,1,0
31,71,71,2100000.0,14000.0,1.0,3.0,70.0,64.0,50.0,68.0,60.0,72.0,67.0,64.0,65.0,71.0,78.0,76.0,76.0,65.0,64.0,70.0,68.0,74.0,71.0,64.0,65.0,48.0,68.0,67.0,67.0,68.0,34.0,51.0,37.0,16.0,8.0,14.0,8.0,9.0,1,1,0,1,0,0,0,1,0,1,0
27,71,72,2200000.0,3000.0,1.0,3.0,70.0,42.0,62.0,67.0,41.0,67.0,45.0,58.0,65.0,63.0,70.0,73.0,81.0,67.0,76.0,55.0,67.0,81.0,66.0,41.0,70.0,68.0,42.0,35.0,62.0,67.0,67.0,72.0,73.0,14.0,12.0,11.0,12.0,7.0,1,1,0,0,1,0,0,0,0,0,0
25,71,74,2500000.0,6000.0,1.0,2.0,32.0,29.0,71.0,66.0,28.0,50.0,35.0,32.0,50.0,59.0,59.0,65.0,56.0,72.0,63.0,47.0,73.0,50.0,78.0,31.0,76.0,66.0,30.0,49.0,46.0,70.0,71.0,72.0,67.0,14.0,15.0,15.0,14.0,13.0,1,1,0,1,1,0,0,0,0,1,0
27,71,72,2700000.0,6000.0,1.0,3.0,60.0,61.0,37.0,67.0,43.0,73.0,74.0,73.0,66.0,72.0,80.0,81.0,84.0,62.0,74.0,76.0,57.0,74.0,72.0,72.0,36.0,57.0,73.0,69.0,63.0,68.0,30.0,25.0,35.0,7.0,10.0,10.0,15.0,8.0,0,1,0,0,0,0,0,1,0,0,1
32,71,71,1800000.0,12000.0,1.0,3.0,62.0,30.0,36.0,74.0,30.0,65.0,57.0,66.0,73.0,70.0,58.0,64.0,72.0,71.0,71.0,59.0,82.0,89.0,79.0,56.0,88.0,63.0,65.0,68.0,61.0,67.0,62.0,69.0,68.0,9.0,12.0,15.0,11.0,6.0,1,1,0,0,0,0,0,1,0,1,0
28,71,71,2400000.0,15000.0,1.0,3.0,65.0,72.0,64.0,67.0,70.0,74.0,69.0,67.0,65.0,71.0,79.0,79.0,88.0,73.0,82.0,74.0,80.0,72.0,43.0,70.0,49.0,25.0,70.0,62.0,73.0,67.0,21.0,33.0,35.0,6.0,7.0,8.0,15.0,12.0,1,0,0,1,0,0,0,0,1,0,0
